Type,Units,Time,Velocity,Barometric Pressure,Temperature,Humidity,Dynamic Pressure,Model Pressure,Speed,Frequency,Power,Torque,Current,PGB Axial,PGB Normal,PGB Moment,Pitch Angle,Y Position,Z Position,PTA Temp,PTA 1,PTA 2,PTA 3,PTA 4,PTA 5,PTA 6,PTA 7,PTA 8,PTA 9,PTA 10,PTA 11,PTA 12,PTA 13,PTA 14,PTA 15,PTA 16,PTA 17,PTA 18,PTA 19,PTA 20,PTA 21,PTA 22,PTA 23,PTA 24,PTA 25,PTA 26,PTA 27,PTA 28,PTA 29,PTA 30,PTA 31,PTA 32,PTA 33,PTA 34,PTA 35,PTA 36,PTA 37,PTA 38,PTA 39,PTA 40,PTA 41,PTA 42,PTA 43,PTA 44,PTA 45,PTA 46,PTA 47,PTA 48,PTA 49,PTA 50,PTA 51,PTA 52,PTA 53,PTA 54,PTA 55,PTA 56,PTA 57,PTA 58,PTA 59,PTA 60,PTA 61,PTA 62,PTA 63,PTA 64
Type,USC / SI,Time,MPH / m/s,PSI / Pascals,F / C,% / %,In.H20 / Pascals,In.H20 / Pascals,RPM / RPM,Hertz / Hertz,Horsepower / kW,% / %,Amps / Amperes,lbf / N,lbf / N,in.lb / Nm,Deg / Deg,Inches / Millimeters,Inches / Millimeters,°F / °C,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA
Mult,SI,251114 12:08:34.523806,    5.611851,101144.939013,   23.958933,   52.012201,   18.568864,    0.000000,  200.000000,   13.500000,    0.200000,    4.900000,    6.000000,   -0.010892,    0.039700,    0.006528,   -0.240185,    0.000000,    0.000000,   43.523437,   -0.185754,    0.073151,   -0.408905,   -1.917949,   -1.260824,    1.385345,   -2.303840,    0.327946,   -3.346034,   -0.173425,    1.940552,   -0.305343,   -0.837125,   -0.576166,   -1.098906,    1.804113,   -2.419731,   -1.577674,    1.102194,   -3.245760,   -1.238633,   -3.172198,   -0.427809,   -0.934522,   -0.861783,   -0.616851,   -0.482467,    0.414658,    1.067673,   -0.135617,   -1.450277,   -0.329179,   -0.381987,   -0.555104,   -1.312811,   -1.400140,   -0.259316,    0.636577,   -0.943564,   -1.066440,   -1.711236,    0.700686,   -6.264259,   -3.363294,   -5.411107,  -25.209615,   -5.388709,   -4.812338,   -5.984909,   -5.586175,   -8.613716,   -3.686514,   -7.472481,   -8.370633,   -8.455496,   -6.832205,   -5.799361,   -4.726037,   -6.376040,   -7.559193,   -8.836045,   -5.531518,   -7.820974,   -8.788374
Mult,SI,251114 12:08:34.533806,    5.611592,101144.939013,   23.935125,   51.977679,   18.568864,    0.000000,  200.000000,   13.500000,    0.200000,    4.900000,    6.000000,    0.119785,    0.087220,    0.004366,    0.061923,    0.000000,    0.000000,   43.523437,   -1.340551,   -1.996442,   -1.912607,   -2.158360,   -1.176167,    0.263425,   -0.773426,    0.747536,   -3.257267,   -2.324388,   -1.696031,   -0.873700,   -1.967264,    0.154110,   -1.845620,   -2.279183,   -1.213564,   -1.304386,   -1.961100,   -1.331509,   -2.201922,   -1.116167,   -0.451645,   -0.130274,    0.366987,    0.523974,   -0.251507,    0.157398,   -1.300688,   -0.676029,   -0.283562,   -4.146173,    0.507227,    0.100826,   -0.584385,    0.723289,   -1.096851,    0.236713,   -1.552606,   -1.128906,    1.259181,   -1.244386,    2.984389,   -2.159182,   -6.088163,  -25.720969,   -6.788233,   -6.115697,   -6.862051,   -6.337410,   -6.281930,   -6.324311,   -7.145768,   -8.530496,   -7.754810,   -9.422895,   -6.576691,   -5.046174,   -6.002991,   -5.473573,   -6.975630,   -7.652070,   -7.436522,   -5.812203
Mult,SI,251114 12:08:34.543806,    5.613374,101144.939013,   24.098938,   52.199497,   18.568864,    0.000000,  200.000000,   13.500000,    0.200000,    4.900000,    6.000000,   -0.027682,    0.138144,   -0.003279,    0.410436,    0.000000,    0.000000,   43.523437,   -1.170413,   -0.215343,   -3.461514,   -1.234112,   -0.483289,   -0.816577,   -1.276030,   -1.230824,   -0.707673,    0.642330,   -0.835892,   -1.434249,   -1.470003,    1.592880,   -1.633976,   -1.196304,   -1.038495,   -0.512056,   -1.901511,   -2.845074,    1.046303,   -0.191507,    0.793563,   -0.410960,   -0.439316,   -0.879043,   -0.107260,    0.937399,   -0.453289,   -1.385756,   -0.294247,   -2.258635,    0.472295,    0.756744,   -0.616234,   -0.455343,    0.403973,   -3.369459,   -2.781375,    1.410825,    0.561371,   -1.686990,   -1.641373,   -0.255617,   -5.890080,  -24.167556,   -9.853376,   -6.720424,   -4.438673,   -7.727687,   -6.027135,   -6.086468,   -3.859734,   -7.942516,   -4.397474,   -8.483852,   -7.003576,   -6.496040,   -6.793678,   -7.315083,   -4.975900,   -8.118920,   -7.472070,   -5.289463
Mult,SI,251114 12:08:34.553806,    5.611978,101144.939013,   23.969845,   52.054528,   18.568864,    0.000000,  200.000000,   13.500000,    0.200000,    4.900000,    6.000000,    0.061513,    0.021420,    0.020065,   -0.204451,    0.000000,    0.000000,   43.523437,   -2.995896,   -1.094797,   -0.313973,   -1.474523,   -1.538633,   -0.177946,    1.080413,   -1.826716,   -1.781921,   -0.001233,   -1.240687,   -2.483841,   -0.339864,   -0.311507,   -0.191918,   -3.175075,   -0.249453,    0.679727,   -1.175756,    1.225071,   -0.834248,   -0.607398,   -0.959180,   -0.727399,    0.213288,   -2.085210,   -2.021100,   -2.404731,    0.883563,   -0.153699,   -0.273288,   -0.224384,    2.468224,   -0.622309,   -0.410754,    0.419179,   -1.718223,   -0.083014,   -0.673974,    1.149865,   -0.965344,   -3.839186,   -3.638021,   -4.977955,   -6.115697,  -25.027184,   -7.682686,   -6.068642,   -6.642753,   -4.851893,   -4.596995,   -7.065810,   -7.634810,   -7.357515,   -8.395702,   -5.770285,   -7.100665,   -5.279600,   -6.409533,   -7.079192,   -6.421657,   -6.529739,   -6.395355,   -5.505216
Mult,SI,251114 12:08:34.563806,    5.613257,101144.939013,   24.087629,   52.205317,   18.568864,    0.000000,  200.000000,   13.500000,    0.200000,    4.900000,    6.000000,    0.044673,    0.090036,   -0.005343,   -0.275454,    0.000000,    0.000000,   43.523437,   -2.561923,   -0.380549,   -1.105071,   -0.666166,   -0.395343,    0.585618,   -1.170413,    0.347261,   -1.047947,   -1.683291,    1.101372,    1.254660,   -0.589727,   -0.374795,   -2.711923,   -1.322057,    0.375206,    0.583563,    0.872057,   -1.533291,   -1.018358,   -0.419590,   -0.629179,   -1.272742,   -1.374660,    0.191096,    0.425343,    0.242055,    0.865481,   -1.271098,   -1.199591,   -1.255893,    2.742231,   -0.565853,   -0.880481,   -1.313838,    0.888906,   -2.311237,   -0.996166,   -1.746168,   -1.390688,   -2.199045,    2.494526,   -1.892880,   -4.117405,  -21.787680,   -4.384529,   -6.256451,   -6.440355,   -9.098237,   -7.076726,   -7.650606,   -7.407138,   -9.312450,   -6.931452,   -6.998233,   -6.035149,   -8.589469,   -7.255802,   -7.096041,   -7.943851,   -8.866045,   -6.738712,   -7.633166
Mult,SI,251114 12:08:34.573806,    5.613481,101144.939013,   24.106940,   52.277141,   18.568864,    0.000000,  200.000000,   13.500000,    0.200000,    4.900000,    6.000000,    0.107827,    0.137583,    0.010271,   -0.115351,    0.000000,    0.000000,   43.523437,    0.944385,   -2.128360,   -0.636988,   -0.722467,   -1.508222,    0.038630,    0.430686,   -1.714935,   -4.278091,   -0.292603,    0.230959,    0.014795,    0.566713,   -0.263836,   -2.396717,   -1.314249,   -3.154938,   -2.207265,   -0.831782,   -1.014660,   -2.666307,   -1.428907,   -2.421786,   -3.255212,   -0.771371,   -1.637674,   -0.248631,    1.128906,   -1.518085,    0.417946,    0.559316,   -0.240411,    0.268151,   -0.186820,   -1.585072,   -0.022192,   -2.703293,   -0.170959,   -2.270141,    0.393699,   -3.524391,   -1.311783,    0.779796,   -1.751510,   -3.916446,  -25.969736,   -6.823986,   -5.455696,   -4.787270,   -2.900965,   -7.838235,   -5.826253,   -9.510841,   -5.930560,   -6.157409,   -9.448375,   -6.429773,   -6.383848,   -3.238671,   -9.235087,   -6.129875,   -8.644949,   -6.182684,   -7.296590
Mult,SI,251114 12:08:34.583806,    5.611744,101144.939013,   23.947029,   52.070004,   18.568864,    0.000000,  200.000000,   13.500000,    0.200000,    4.900000,    6.000000,    0.086328,    0.006281,    0.010391,    0.136637,    0.000000,    0.000000,   43.523437,   -0.110137,   -0.906988,   -2.419731,   -0.321371,   -2.972061,    0.141370,   -0.392877,   -3.558911,   -2.833978,   -1.540277,   -2.198635,    0.062466,   -1.172057,   -0.383014,    0.603700,   -0.391645,   -1.375071,   -2.073292,   -0.276165,    1.254660,   -0.763563,   -1.575620,   -1.737538,   -1.490962,    0.144658,    0.411782,    1.474523,    1.802264,   -1.197126,   -0.595070,   -1.491784,   -2.235210,    0.367501,   -0.157243,   -0.189247,    0.761097,   -0.907399,   -1.223838,    0.042740,   -0.049315,   -4.273159,   -0.998221,    0.811029,   -1.462195,   -5.411107,  -23.578804,   -5.772957,   -6.781041,   -6.024259,   -5.905697,   -6.740972,   -7.639407,   -7.415768,   -6.384259,   -7.318782,   -5.641244,   -6.035149,   -5.082750,   -6.069875,   -5.793710,   -6.083437,   -8.437003,   -6.395355,   -6.308232
Mult,SI,251114 12:08:34.593806,    5.613771,101144.939013,   24.131740,   52.372111,   18.568864,    0.000000,  200.000000,   13.500000,    0.200000,    4.900000,    6.000000,    0.030165,   -0.004512,   -0.008405,    0.119931,    0.000000,    0.000000,   43.523437,   -2.637539,   -0.092055,    0.301233,   -0.979728,   -0.881920,   -0.375206,   -1.311372,   -0.262603,   -2.812608,   -1.373427,   -0.213699,   -1.841100,   -1.148221,    0.749180,   -0.018082,   -3.242061,   -0.914385,   -0.943153,   -1.070139,    2.106580,    0.978084,    0.287261,   -0.465206,    1.135071,   -0.132329,   -0.704385,   -1.357811,   -0.655686,   -1.010550,    0.381371,    0.384247,   -1.303153,   -1.520962,    0.447599,    0.224384,   -0.334521,   -0.204247,    0.057945,   -0.660823,    0.600412,    2.289046,    1.327811,   -1.291030,   -0.793974,   -6.671726,  -26.425810,   -6.829329,   -6.212273,   -5.805012,   -5.855251,   -6.651383,   -5.871022,   -7.125631,   -8.424880,   -6.692068,   -7.232891,   -6.407581,   -6.555219,   -4.956277,   -6.405629,   -5.739874,   -8.418099,   -5.662203,   -6.475081
Mult,SI,251114 12:08:34.603806,    5.611215,101144.939013,   23.898685,   51.990509,   18.568864,    0.000000,  200.000000,   13.500000,    0.200000,    4.900000,    6.000000,    0.034582,    0.126757,    0.022310,   -0.016041,    0.000000,    0.000000,   43.523437,   -1.309318,   -1.307674,   -2.241374,    2.012881,    0.052603,    0.596714,   -1.384934,   -0.802604,   -0.244110,   -0.306165,   -0.317261,   -0.276165,   -0.627125,   -1.554661,   -2.111922,   -1.464249,   -2.462882,   -1.181509,   -2.494526,   -2.079045,   -0.645207,   -0.362466,   -0.250685,   -0.176302,   -0.746714,   -1.214797,   -0.729864,    0.083425,   -2.583293,   -2.260278,   -1.653702,   -1.177400,    1.369523,    0.767493,   -0.699042,   -1.370551,   -2.084388,    2.049045,   -1.668496,   -1.359866,   -0.618905,   -1.056988,    2.497402,   -0.547398,   -5.600970,  -23.833100,   -7.106521,   -6.734191,   -5.737511,   -6.228095,   -5.705354,   -7.172120,   -6.449191,   -8.102379,   -6.034943,   -7.811111,   -6.193266,   -5.891930,   -5.153949,   -6.456177,   -6.503438,   -6.235903,   -6.785150,   -8.317003
