Type,Units,Time,Velocity,Barometric Pressure,Temperature,Humidity,Dynamic Pressure,Model Pressure,Speed,Frequency,Power,Torque,Current,PGB Axial,PGB Normal,PGB Moment,Pitch Angle,Y Position,Z Position,PTA Temp,PTA 1,PTA 2,PTA 3,PTA 4,PTA 5,PTA 6,PTA 7,PTA 8,PTA 9,PTA 10,PTA 11,PTA 12,PTA 13,PTA 14,PTA 15,PTA 16,PTA 17,PTA 18,PTA 19,PTA 20,PTA 21,PTA 22,PTA 23,PTA 24,PTA 25,PTA 26,PTA 27,PTA 28,PTA 29,PTA 30,PTA 31,PTA 32,PTA 33,PTA 34,PTA 35,PTA 36,PTA 37,PTA 38,PTA 39,PTA 40,PTA 41,PTA 42,PTA 43,PTA 44,PTA 45,PTA 46,PTA 47,PTA 48,PTA 49,PTA 50,PTA 51,PTA 52,PTA 53,PTA 54,PTA 55,PTA 56,PTA 57,PTA 58,PTA 59,PTA 60,PTA 61,PTA 62,PTA 63,PTA 64
Type,USC / SI,Time,MPH / m/s,PSI / Pascals,F / C,% / %,In.H20 / Pascals,In.H20 / Pascals,RPM / RPM,Hertz / Hertz,Horsepower / kW,% / %,Amps / Amperes,lbf / N,lbf / N,in.lb / Nm,Deg / Deg,Inches / Millimeters,Inches / Millimeters,°F / °C,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA,PSI / PA
Mult,SI,251114 12:18:08.388986,    5.646548,101121.400382,   24.221351,   52.233623,   18.775952,    0.000000,  200.000000,   13.500000,    0.200000,    4.800000,    6.000000,    0.030422,   -0.320779,    0.046407,   -0.160659,    0.000000,    0.000000,   43.820312,    0.893426,   -1.285893,   -1.950415,   -2.367539,   -1.625757,   -0.405206,    0.002055,   -2.030963,   -0.678084,   -1.453975,    0.754522,   -0.892194,    0.256439,   -2.414388,   -2.270141,   -0.329179,   -0.654659,   -1.160550,    0.601645,   -1.945483,   -1.886305,   -0.897125,   -0.300412,   -1.880141,    0.861372,   -0.947673,    0.135617,   -1.281989,    0.320549,   -0.031644,    0.093699,   -0.057534,    1.279729,    2.547514,    2.460416,    0.226850,   -1.039317,   -1.515208,    1.010961,   -0.826440,   -2.149319,   -0.848632,    1.140824,   -1.549318,   -4.061926,  -23.735144,   -6.415698,   -6.934534,   -7.253285,   -9.988684,   -6.382204,   -6.729157,   -8.912483,   -5.441004,   -9.500156,  -11.376187,   -8.102482,   -7.612618,   -8.353476,   -5.247545,   -7.262891,   -7.594536,   -6.945014,   -9.968650
Mult,SI,251114 12:18:08.398986,    5.646660,101121.400382,   24.236364,   52.085744,   18.775952,    0.000000,  200.000000,   13.500000,    0.200000,    4.800000,    6.000000,    0.014665,   -0.315474,    0.022411,    0.060236,    0.000000,    0.000000,   43.820312,   -1.721099,   -0.403151,   -0.493152,    0.298768,   -0.944385,   -0.063699,   -0.606988,    0.276165,   -2.073703,    0.951783,   -0.873700,    0.006986,   -0.461919,   -0.218220,   -1.365619,   -0.637809,   -0.926714,   -1.104249,   -1.560414,   -2.160826,    0.291781,   -2.806855,    0.220685,   -0.567946,    0.268768,    1.231235,   -1.077125,    1.694798,   -1.301920,    0.114658,   -1.112468,    0.028767,    0.841646,    1.581938,   -0.431508,   -1.973018,   -0.952194,   -2.123018,   -1.355345,    0.637399,   -0.267535,   -0.380960,   -0.346850,    1.531647,   -7.041795,  -26.312239,   -7.173507,   -7.917961,   -5.619360,   -6.077170,   -7.463029,   -7.428919,   -5.861108,   -7.827858,   -6.423095,   -7.507001,   -7.234329,   -8.633031,   -7.272857,   -6.570013,   -6.627136,   -7.886317,   -6.787000,   -7.361111
Mult,SI,251114 12:18:08.408986,    5.643475,101121.400382,   23.948550,   51.578749,   18.775952,    0.000000,  200.000000,   13.500000,    0.200000,    4.800000,    6.000000,    0.065416,   -0.455640,    0.049725,   -0.200105,    0.000000,    0.000000,   43.820312,    1.001920,   -1.753565,   -0.746714,   -0.713426,   -2.472334,   -0.119178,   -1.012194,   -0.664522,   -1.430962,   -0.285617,   -2.184251,   -0.918495,   -2.805622,   -0.475069,   -1.178222,   -0.179178,    1.179865,   -0.003288,   -2.034662,   -1.305619,   -2.559457,   -0.976029,   -1.473702,   -1.181509,    0.117534,   -1.455208,   -1.640140,    0.667810,   -1.564113,   -2.695074,   -0.242877,   -2.766170,   -3.235897,   -1.174934,   -0.853358,   -0.990002,   -1.005207,   -1.195071,   -0.693700,   -0.557261,    0.078904,    4.242337,    0.171987,    0.579042,   -6.746931,  -24.708467,   -6.572273,   -8.230085,   -4.384735,   -7.453885,   -6.152478,   -7.622044,   -7.999331,   -8.470291,   -7.416590,   -5.817546,   -5.141825,   -5.417271,   -6.827274,   -7.128918,   -8.638373,   -8.169468,   -5.497203,   -9.769334
Mult,SI,251114 12:18:08.418986,    5.643615,101121.400382,   23.958933,   51.679010,   18.775952,    0.000000,  200.000000,   13.500000,    0.200000,    4.800000,    6.000000,    0.050121,   -0.392643,    0.036474,    0.141912,    0.000000,    0.000000,   43.820312,   -2.289046,   -1.414523,    0.239590,   -0.032055,   -3.022198,   -2.355621,   -1.349181,    0.774248,    1.144112,   -1.268633,    0.333699,   -4.068912,   -0.645618,   -0.874522,   -1.178222,   -0.701919,   -1.530003,    0.122466,   -2.809732,   -0.778358,   -0.155343,   -0.494385,   -1.685757,   -0.543289,   -0.749180,   -1.984935,    0.584385,   -0.501371,   -1.364386,   -0.702741,   -1.958223,   -2.611238,    0.191199,   -1.564922,    0.449795,   -1.027810,   -1.442469,   -0.261781,   -2.379457,   -0.037397,    0.303288,   -2.680279,    0.764796,    0.261781,   -5.284737,  -25.195128,   -8.038372,   -7.144535,   -4.888160,   -6.719294,   -6.729465,   -5.514412,   -7.345494,   -6.979945,   -7.524878,   -7.387001,   -6.571451,   -5.234805,   -5.593470,   -8.038783,   -7.800426,   -9.635773,   -7.302343,   -8.724264
Mult,SI,251114 12:18:08.428986,    5.643628,101121.400382,   23.961115,   51.648588,   18.775952,    0.000000,  200.000000,   13.500000,    0.200000,    4.800000,    6.000000,   -0.013286,   -0.370732,    0.030952,    0.199456,    0.000000,    0.000000,   43.820312,   -0.017260,   -1.969319,   -1.819730,   -1.866990,   -0.658357,   -1.249729,    0.758221,   -1.779045,   -0.064110,   -1.446167,   -0.185343,   -2.203977,   -1.044660,   -0.776714,   -1.161783,   -1.874387,   -1.678359,    1.633565,   -1.961511,   -0.904933,   -1.430140,   -1.318770,   -1.876442,   -1.828360,    0.562193,   -0.909454,   -0.691234,    0.314590,    0.510001,    0.349727,   -1.851374,   -1.616305,   -1.187674,   -0.954377,    0.046438,   -2.400827,   -0.074795,    0.031644,   -0.619727,   -1.865757,    0.521508,   -1.098084,    0.796029,   -3.207541,   -5.496792,  -26.328828,   -5.075969,   -2.959321,   -5.740285,   -6.674397,   -6.256040,   -6.104986,   -7.917139,   -6.977069,   -7.641796,   -5.717272,   -6.574225,   -5.201106,   -6.557068,   -6.570013,   -6.152067,   -7.732207,   -7.795906,   -7.867413
Mult,SI,251114 12:18:08.438986,    5.644452,101121.400382,   24.035912,   51.770542,   18.775952,    0.000000,  200.000000,   13.500000,    0.200000,    4.800000,    6.000000,    0.114616,   -0.261367,    0.051082,   -0.033969,    0.000000,    0.000000,   43.820312,   -1.790962,   -1.719866,   -1.833702,   -0.260959,   -3.571240,   -1.983292,   -0.881509,   -1.801236,    0.533426,   -2.212196,    2.078634,   -0.122466,   -4.036857,   -1.141646,   -2.655622,   -1.568633,    1.400962,    1.309729,   -2.349046,   -0.366987,   -0.952605,   -1.691510,   -1.787675,   -2.218361,    1.045071,   -2.408224,   -1.368085,   -1.807606,   -2.528224,    0.159041,   -1.616305,   -1.409181,    0.892707,    1.224223,   -1.646510,   -1.671373,   -1.023290,   -1.016303,    0.327946,    1.488907,   -2.118086,   -2.136991,   -0.708700,    1.619592,   -7.881591,  -23.032803,   -6.953849,   -7.072617,   -5.175010,   -8.314743,   -7.502070,   -4.800677,   -8.798648,   -6.991350,   -9.146731,   -7.939742,   -6.252547,   -6.516588,   -7.197651,   -7.407138,   -9.175909,   -7.308508,   -8.155701,   -8.837278
Mult,SI,251114 12:18:08.448986,    5.644366,101121.400382,   24.027712,   51.769219,   18.775952,    0.000000,  200.000000,   13.500000,    0.200000,    4.800000,    6.000000,    0.057603,   -0.352942,    0.020090,   -0.148129,    0.000000,    0.000000,   43.820312,   -2.898910,   -0.361234,   -1.382058,    1.113290,   -0.910687,    0.811645,    0.619316,   -1.507400,    0.967399,    0.631234,   -0.248631,    1.075893,   -1.166715,   -0.461508,   -0.387535,   -0.602878,   -0.878221,    0.323425,   -0.858906,   -1.300277,   -4.034803,   -0.603289,   -3.527267,   -2.886992,   -0.304932,    0.775481,    0.755755,    0.613152,   -2.196580,   -4.091926,   -0.561782,   -0.400686,   -1.838223,   -0.263143,   -0.695960,   -1.017125,    0.641919,    0.962468,   -0.181644,   -0.937810,   -1.624524,   -4.427680,   -0.392467,   -1.710825,   -5.169051,  -23.616243,   -7.088439,   -5.749532,   -7.312309,   -6.954774,   -6.186177,   -5.553607,   -8.192893,   -7.262583,   -6.391862,   -6.685493,   -6.821109,   -7.272754,   -5.554429,   -4.534119,   -7.683303,   -5.575901,   -5.996108,   -8.241797
Mult,SI,251114 12:18:08.458986,    5.644504,101121.400382,   24.042857,   51.701232,   18.775952,    0.000000,  200.000000,   13.500000,    0.200000,    4.800000,    6.000000,    0.028322,   -0.360823,    0.050580,   -0.222844,    0.000000,    0.000000,   43.820312,   -3.174253,   -0.114658,   -2.251648,   -0.860550,    0.666577,   -0.569179,   -1.156441,   -1.412058,   -1.103838,   -0.958769,   -0.712193,   -0.802193,   -1.273153,   -0.876988,   -0.960824,   -0.873700,   -0.269179,   -1.937675,   -0.986303,   -0.560549,   -3.509596,   -2.434114,   -2.134114,   -1.446167,    1.338907,    1.214797,    0.328768,    0.166644,   -1.628633,   -2.287813,   -1.564113,   -2.360142,   -0.120617,   -0.674655,    0.479179,   -0.034110,   -0.815344,   -0.835070,   -0.466850,   -1.199180,   -1.919593,   -2.766992,   -0.654659,   -0.030000,   -6.198916,  -25.020926,   -6.550287,   -6.851726,   -6.631760,   -7.414638,   -5.455079,   -6.096613,   -6.481246,   -5.763710,   -6.884603,   -5.914943,   -4.925455,   -6.035765,   -6.178368,   -8.558236,   -8.163715,   -6.747137,   -7.643234,   -5.882477
Mult,SI,251114 12:18:08.468986,    5.643640,101121.400382,   23.959726,   51.733241,   18.775952,    0.000000,  200.000000,   13.500000,    0.200000,    4.800000,    6.000000,    0.028694,   -0.448678,    0.036805,   -0.124926,    0.000000,    0.000000,   43.820312,   -0.167672,   -1.047536,   -2.563567,   -0.823563,   -1.869867,   -0.260959,   -1.770825,   -0.367809,    0.495617,   -0.926714,   -1.331509,    0.205480,   -0.658768,   -0.051370,   -0.425754,   -1.611373,   -1.850552,   -1.892059,    0.254795,    0.265069,   -3.237541,   -2.820417,   -0.960824,    1.492195,   -0.447535,    0.313973,    0.266302,   -1.027194,   -0.866714,   -1.590414,   -0.786166,   -1.458907,    1.266270,   -0.521354,   -1.860209,   -2.021511,   -0.335754,   -0.061644,   -2.004662,    0.463152,    1.134660,   -1.255071,    0.140548,   -2.087675,   -6.937000,  -23.433745,   -6.747959,   -5.047818,   -4.592834,   -6.534260,   -5.886587,   -6.855116,   -4.788914,   -6.897137,   -8.522483,   -6.227273,   -6.227581,   -6.730287,   -5.462579,   -5.278367,   -6.616041,   -5.093024,   -6.315218,   -9.069059
